blockcollect,ID,condition,p,trialcollect
train,14,m1,2.193199235504123e-13,13
train,14,m1,1.7412480691255533e-13,14
train,14,m1,3.206290484850105e-13,15
train,14,m1,2.0586505590503013e-13,16
train,14,m1,8.228444645487845e-14,17
train,14,m1,3.8624347318584606e-13,18
train,14,m1,2.7291599427430036e-13,19
train,14,m1,4.261533549545886e-14,20
train,14,m1,3.1913375750629996e-14,21
train,14,m1,4.337438204828417e-14,22
train,14,m1,2.0208897489465416e-12,23
train,14,m1,6.743387857659211e-13,24
train,14,m1,4.106901925200572e-14,25
train,14,m1,8.480950859125758e-13,26
train,14,m1,1.837114038368351e-13,27
train,14,m1,3.308251923409911e-15,28
train,14,m1,1.7830683896611146e-14,29
train,14,m1,7.137729806077492e-15,30
train,14,m1,3.791485829181089e-14,31
train,14,m1,2.0881630080534777e-15,32
train,14,m1,3.26191168260187e-13,33
train,14,m1,1.1236878838711845e-14,34
train,14,m1,4.0141032316663716e-13,35
train,14,m1,1.9817934999218773e-13,36
train,14,m1,3.590734870220378e-15,37
train,14,m1,2.252819013219662e-15,38
train,14,m1,6.351245738508244e-15,39
train,14,m1,3.724858725769834e-15,40
test,14,m1,1.2233247865940357e-23,41
test,14,m1,1.2088765782338594e-22,42
test,14,m1,6.181011403764816e-21,43
test,14,m1,1.9079820387451735e-18,44
test,14,m1,7.322926466093711e-16,45
test,14,m1,8.148742846885583e-19,46
test,14,m1,1.630444455746942e-17,47
test,14,m1,2.9414412301439187e-18,48
test,14,m1,1.5190030307942132e-15,49
test,14,m1,7.66209791346234e-17,50
test,14,m1,1.4360682614533113e-17,51
test,14,m1,1.8036886669316807e-17,52
test,14,m1,1.931551565954943e-16,53
test,14,m1,9.478241604313355e-18,54
test,14,m1,1.011456402171794e-16,55
test,14,m1,5.3047771897570244e-15,56
test,14,m1,1.1204183896343421e-16,57
test,14,m1,1.9143713555044617e-16,58
test,14,m1,7.045279256848898e-17,59
test,14,m1,1.1569556024916872e-17,60
test,14,m1,2.956997643692928e-17,61
test,14,m1,1.6162152657330474e-14,62
test,14,m1,6.21715234967511e-18,63
test,14,m1,4.020071307228113e-16,64
train,17,m1,3.2338312442021766e-33,1
train,17,m1,5.153115496355153e-21,2
train,17,m1,3.365094526229851e-21,3
train,17,m1,3.3396830450581463e-19,4
train,17,m1,3.1947384093683755e-18,5
train,17,m1,1.0131399198591313e-15,6
train,17,m1,6.398919886801621e-14,7
train,17,m1,4.623355192613643e-14,8
train,17,m1,8.906989864632467e-14,9
train,17,m1,2.658569328226057e-12,10
train,17,m1,3.367693222813134e-13,11
train,17,m1,4.8636077804031785e-12,12
train,17,m1,2.7021098032709023e-12,13
train,17,m1,1.644833574898641e-11,14
train,17,m1,3.44558555949101e-13,15
train,17,m1,7.793189650464466e-14,16
train,17,m1,1.1131358862274694e-14,17
train,17,m1,1.215138341510713e-12,18
train,17,m1,1.765841298054585e-13,19
train,17,m1,4.268680461189112e-12,20
train,17,m1,3.994951071339958e-12,21
train,17,m1,7.535005605574518e-13,22
train,17,m1,1.7554249069975936e-12,23
train,17,m1,1.7370709905206727e-12,24
train,17,m1,6.569923099476738e-13,25
train,17,m1,1.2383523026460175e-12,26
train,17,m1,5.000831566263656e-17,27
train,17,m1,1.709669732175012e-12,28
train,17,m1,2.0343770071318268e-12,29
train,17,m1,1.2846540017608923e-15,30
train,17,m1,6.397271492923629e-13,31
train,17,m1,3.01756314163501e-13,32
train,17,m1,4.2366094356663386e-13,33
train,17,m1,7.892436162081073e-13,34
train,17,m1,8.505920949953682e-15,35
train,17,m1,1.006296528920027e-15,36
train,17,m1,3.8512866940704216e-13,37
train,17,m1,1.809475997044483e-14,38
train,17,m1,2.28709222784354e-13,39
train,17,m1,1.0849792066299976e-13,40
test,17,m1,2.37748102628389e-24,41
test,17,m1,1.915921374204162e-22,42
