blockcollect,ID,condition,p,trialcollect
train,9,m1,1.6181714713840722e-13,14
train,9,m1,6.036558514339874e-14,15
train,9,m1,4.557620353709026e-14,16
train,9,m1,1.1631514707562823e-13,17
train,9,m1,9.105047851743972e-14,18
train,9,m1,1.4099333510333555e-14,19
train,9,m1,1.5619337691719776e-13,20
train,9,m1,2.335800823594081e-13,21
train,9,m1,1.996295923706315e-12,22
train,9,m1,3.042080448883397e-17,23
train,9,m1,3.986141711848079e-12,24
train,9,m1,1.2380661816926986e-12,25
train,9,m1,3.393098366703427e-15,26
train,9,m1,6.378316386342064e-13,27
train,9,m1,7.333126618956631e-13,28
train,9,m1,2.2636665491290037e-13,29
train,9,m1,2.9021432473982575e-14,30
train,9,m1,1.767190994234058e-12,31
train,9,m1,1.9595892829513465e-16,32
train,9,m1,2.1267221924498037e-13,33
train,9,m1,7.10655086210224e-14,34
train,9,m1,6.684283211500874e-16,35
train,9,m1,5.428868617672611e-13,36
train,9,m1,3.5464022669039197e-13,37
train,9,m1,1.2434459928725716e-12,38
train,9,m1,3.243470487850064e-13,39
train,9,m1,5.486176291903677e-13,40
test,9,m1,1.8927238148808708e-22,41
test,9,m1,1.0821856411479761e-14,42
test,9,m1,3.181852351041847e-11,43
test,9,m1,9.81990111170287e-18,44
test,9,m1,1.0055587439106173e-11,45
test,9,m1,9.234110330738537e-17,46
test,9,m1,4.8376321665991734e-14,47
test,9,m1,1.9370031620336015e-11,48
test,9,m1,8.070360352219197e-12,49
test,9,m1,4.546803211713524e-11,50
test,9,m1,1.959873235923837e-10,51
test,9,m1,3.3817615374687193e-11,52
test,9,m1,4.027964330807543e-16,53
test,9,m1,4.3925720699666826e-11,54
test,9,m1,8.373484544632603e-11,55
test,9,m1,1.1291856338857542e-10,56
test,9,m1,2.289334520566566e-11,57
test,9,m1,2.0474467954390008e-10,58
test,9,m1,1.6229750182672475e-11,59
test,9,m1,4.245490417553732e-11,60
test,9,m1,4.3085426892908174e-10,61
test,9,m1,1.2196341714343362e-09,62
test,9,m1,5.199204955452785e-11,63
test,9,m1,4.72076044921721e-10,64
train,11,m1,5.329453532693202e-34,1
train,11,m1,8.937577466503926e-22,2
train,11,m1,1.667052955029477e-16,3
train,11,m1,2.3236648857892477e-20,4
train,11,m1,3.1578074031514414e-13,5
train,11,m1,3.9980378626876603e-16,6
train,11,m1,1.3343281557789965e-13,7
train,11,m1,1.3216738943579967e-15,8
train,11,m1,1.4167137515203043e-12,9
train,11,m1,5.50187709790189e-16,10
train,11,m1,2.1770251074949842e-13,11
train,11,m1,1.2242637380683502e-20,12
train,11,m1,5.440569530805982e-14,13
train,11,m1,3.468237727718114e-14,14
train,11,m1,1.0073400311593969e-13,15
train,11,m1,1.4674749588237945e-13,16
train,11,m1,2.6876458415585336e-13,17
train,11,m1,1.975692491009394e-14,18
train,11,m1,7.570549242564336e-15,19
train,11,m1,3.4210237724249803e-13,20
train,11,m1,1.1836311011176326e-12,21
train,11,m1,2.2258834925519173e-14,22
train,11,m1,4.8251972994170066e-17,23
train,11,m1,3.659312978500362e-13,24
train,11,m1,3.0175646154723384e-15,25
train,11,m1,1.984227883200198e-16,26
train,11,m1,5.816122323337725e-13,27
train,11,m1,5.9166424506344826e-15,28
train,11,m1,2.31076307177433e-13,29
train,11,m1,1.2535251174328231e-15,30
train,11,m1,1.573584457486741e-16,31
train,11,m1,2.1255936735135178e-13,32
train,11,m1,8.199911236128621e-12,33
train,11,m1,1.1036095268982665e-13,34
train,11,m1,9.921119373083875e-14,35
train,11,m1,8.136132962016998e-14,36
train,11,m1,1.838278878077415e-12,37
train,11,m1,9.652829750794734e-13,38
train,11,m1,1.1669946964072003e-13,39
train,11,m1,1.3282850297099968e-12,40
test,11,m1,7.905360790866398e-27,41
test,11,m1,1.6055827152560483e-16,42
test,11,m1,1.458220766359375e-10,43
test,11,m1,1.6011195133685082e-16,44
test,11,m1,1.9436224006109948e-13,45
test,11,m1,1.576189740250082e-14,46
test,11,m1,5.274049860032326e-12,47
test,11,m1,1.039575977385132e-12,48
test,11,m1,7.669482410266326e-11,49
test,11,m1,1.8704270077218865e-10,50
test,11,m1,9.444417470305666e-12,51
test,11,m1,3.3877428640138874e-11,52
test,11,m1,1.999795815055272e-11,53
test,11,m1,4.507988080049152e-11,54
test,11,m1,3.2452294324025743e-11,55
test,11,m1,3.702186820997433e-11,56
test,11,m1,1.5860247143395512e-11,57
test,11,m1,1.723260076302857e-11,58
test,11,m1,1.9378358293020703e-11,59
test,11,m1,4.027228203695721e-12,60
test,11,m1,4.073967552198354e-11,61
test,11,m1,1.3493817608428715e-12,62
test,11,m1,2.091786466262846e-10,63
test,11,m1,5.447531314928256e-10,64
train,12,m1,1.0498176212668704e-32,1
train,12,m1,2.1282274717609694e-21,2
train,12,m1,9.739656997576063e-12,3
train,12,m1,2.5016554799917046e-11,4
train,12,m1,3.162857751866755e-17,5
train,12,m1,3.9120560776074683e-16,6
train,12,m1,1.331883388300259e-11,7
train,12,m1,1.910107238123262e-14,8
train,12,m1,2.802950579972041e-12,9
train,12,m1,8.215770429294097e-18,10
train,12,m1,1.6476534763290585e-12,11
train,12,m1,1.902539540840631e-12,12
train,12,m1,3.1296455227716735e-13,13
train,12,m1,6.868458709771708e-13,14
train,12,m1,2.5961661639928302e-11,15
train,12,m1,1.9198510465595437e-18,16
train,12,m1,3.072846881460589e-12,17
train,12,m1,2.94870096222144e-12,18
train,12,m1,1.2314360685675152e-12,19
train,12,m1,7.2356053440469914e-12,20
train,12,m1,1.2030403799892508e-12,21
train,12,m1,6.852946487188871e-14,22
train,12,m1,1.650635531036393e-11,23
train,12,m1,1.8450733020418386e-13,24
train,12,m1,6.350044188391246e-13,25
train,12,m1,3.1469697182352763e-13,26
train,12,m1,1.9100378830655407e-12,27
train,12,m1,3.747524859876172e-12,28
train,12,m1,4.1935118572089536e-13,29
train,12,m1,4.387823871604413e-12,30
train,12,m1,1.5875290448538748e-12,31
train,12,m1,3.3152650004593387e-13,32
train,12,m1,5.489746027556586e-13,33
train,12,m1,2.1080828055408674e-12,34
train,12,m1,2.6100211401869355e-12,35
train,12,m1,1.3037732785742273e-12,36
train,12,m1,6.7011036476716246e-12,37
train,12,m1,2.9159351799465383e-13,38
train,12,m1,1.1291337656538225e-11,39
train,12,m1,9.785521351557414e-12,40
test,12,m1,4.573568624252556e-27,41
test,12,m1,3.3752765817349597e-15,42
test,12,m1,7.437100154636487e-16,43
test,12,m1,8.585849858768618e-14,44
test,12,m1,2.620108817408262e-11,45
test,12,m1,1.895285317576878e-10,46
test,12,m1,4.041282065936347e-12,47
test,12,m1,2.0062343453197684e-10,48
test,12,m1,3.074919208145843e-10,49
test,12,m1,9.261356265222176e-11,50
test,12,m1,7.872748009063457e-10,51
test,12,m1,4.0706293891190626e-10,52
test,12,m1,1.5506338617646276e-12,53
test,12,m1,1.4038433610030765e-11,54
test,12,m1,2.525272491116226e-10,55
test,12,m1,6.62290555730749e-10,56
test,12,m1,3.890945066142848e-10,57
test,12,m1,4.837223330222962e-11,58
test,12,m1,1.4494877520476734e-09,59
test,12,m1,7.385105305068862e-10,60
test,12,m1,6.803894253559761e-11,61
test,12,m1,4.193663472040754e-11,62
test,12,m1,1.1718030989982253e-09,63
test,12,m1,8.086343816771091e-10,64
train,13,m1,8.325219252863034e-34,1
train,13,m1,1.2203139411770787e-23,2
train,13,m1,3.2186281417878604e-11,3
train,13,m1,1.0219005831092355e-17,4
train,13,m1,6.171744476744165e-19,5
train,13,m1,1.2272484244124637e-11,6
train,13,m1,7.484275005298358e-11,7
train,13,m1,3.0125614459627914e-13,8
train,13,m1,1.7678766843455193e-14,9
train,13,m1,4.970651085453319e-21,10
train,13,m1,3.285408403663759e-11,11
train,13,m1,1.6788185425165025e-12,12
train,13,m1,5.496551998274146e-12,13
train,13,m1,1.7306009327412025e-13,14
train,13,m1,5.24923811015543e-12,15
train,13,m1,1.1029557258832035e-12,16
train,13,m1,9.610101072126537e-14,17
train,13,m1,1.1454001809518832e-11,18
train,13,m1,5.30552544172197e-13,19
train,13,m1,2.3038888505300115e-12,20
train,13,m1,7.265331457111113e-13,21
train,13,m1,2.6814889284715315e-13,22
train,13,m1,1.296169118217283e-12,23
train,13,m1,1.5191776872938711e-12,24
train,13,m1,4.5629570000899067e-14,25
train,13,m1,8.144036833801493e-11,26
train,13,m1,9.334312489617247e-11,27
train,13,m1,4.5700383581592785e-12,28
train,13,m1,6.407748341804263e-15,29
train,13,m1,4.573378568212272e-12,30
train,13,m1,7.014866660638719e-14,31
train,13,m1,2.2486641455127243e-12,32
train,13,m1,7.480311509100446e-12,33
train,13,m1,1.1194808101355758e-12,34
train,13,m1,1.2029021875803458e-11,35
train,13,m1,7.396350198973778e-11,36
train,13,m1,5.148045618269537e-12,37
train,13,m1,5.840521209027338e-12,38
train,13,m1,4.311510458550327e-13,39
train,13,m1,1.5113755733042744e-11,40
test,13,m1,1.7145803483127804e-29,41
test,13,m1,8.054677170435517e-17,42
test,13,m1,1.7875633698954951e-12,43
test,13,m1,1.296191105837341e-11,44
test,13,m1,2.0276021780901153e-19,45
test,13,m1,5.502679475272165e-12,46
test,13,m1,5.196789806344521e-15,47
test,13,m1,2.7958272717489236e-15,48
test,13,m1,4.369598433084931e-12,49
test,13,m1,1.3547523563042785e-13,50
test,13,m1,1.5738000273718173e-15,51
test,13,m1,1.6575928130091455e-11,52
test,13,m1,3.4894420252590264e-12,53
test,13,m1,3.635738845403358e-12,54
test,13,m1,1.1873422167338332e-12,55
test,13,m1,1.2785378224883237e-12,56
test,13,m1,1.6524804094530943e-11,57
test,13,m1,6.374946821515251e-14,58
test,13,m1,5.752445367919121e-14,59
test,13,m1,4.0534436918093775e-11,60
test,13,m1,2.4887964952813313e-12,61
test,13,m1,8.348694694284339e-15,62
test,13,m1,5.373014533294196e-11,63
test,13,m1,3.086293807325058e-12,64
train,14,m1,1.2580822329223598e-30,1
train,14,m1,3.2839701643737647e-24,2
train,14,m1,2.3452446466437567e-21,3
train,14,m1,3.373086366291597e-15,4
train,14,m1,3.839204295826453e-17,5
train,14,m1,5.106534528287194e-16,6
train,14,m1,7.619129970221159e-15,7
train,14,m1,5.793701611057264e-20,8
train,14,m1,2.253560272927628e-16,9
train,14,m1,8.156490039556996e-20,10
train,14,m1,1.964076042942732e-16,11
train,14,m1,1.3209077530572052e-15,12
train,14,m1,4.618003114351254e-17,13
train,14,m1,6.130778414810119e-16,14
train,14,m1,6.62327587523312e-14,15
train,14,m1,7.647736813948779e-15,16
train,14,m1,5.60238162285176e-13,17
train,14,m1,1.1139367558790983e-13,18
train,14,m1,4.663995968948176e-13,19
train,14,m1,6.507012556409468e-15,20
train,14,m1,2.574671416143799e-15,21
train,14,m1,1.1779005335943015e-14,22
train,14,m1,6.017792167356539e-12,23
train,14,m1,1.063418423414772e-13,24
train,14,m1,1.2544465791651527e-13,25
train,14,m1,5.126256949310182e-14,26
train,14,m1,1.1275758159210586e-13,27
train,14,m1,4.803893827870498e-13,28
train,14,m1,8.753376712702932e-14,29
train,14,m1,4.2148399160043387e-16,30
train,14,m1,1.0142141033259167e-12,31
train,14,m1,1.937617512997366e-14,32
train,14,m1,6.4544385461329234e-12,33
train,14,m1,1.5015020476960572e-12,34
train,14,m1,4.3439655084825946e-13,35
train,14,m1,2.180184158206977e-11,36
train,14,m1,1.8477923455651607e-13,37
train,14,m1,9.792572135125521e-12,38
train,14,m1,2.168755626474894e-12,39
train,14,m1,3.1626445033813497e-14,40
test,14,m1,4.289991200273086e-22,41
test,14,m1,9.467827319668484e-14,42
test,14,m1,5.008366903711328e-15,43
test,14,m1,8.198508712198294e-12,44
test,14,m1,1.2011643069076428e-10,45
test,14,m1,4.167911155095183e-11,46
test,14,m1,8.267160567232423e-11,47
test,14,m1,2.4292067406883124e-18,48
test,14,m1,3.43646083811322e-11,49
test,14,m1,2.4419925716973045e-12,50
test,14,m1,1.5401978303852815e-10,51
test,14,m1,1.1273527250610371e-10,52
test,14,m1,2.1406042216565169e-10,53
test,14,m1,9.527956833341351e-15,54
test,14,m1,4.991486390881761e-11,55
test,14,m1,1.664436366510813e-10,56
test,14,m1,1.7797222029436455e-11,57
test,14,m1,5.917240981055671e-13,58
test,14,m1,3.254564326371501e-11,59
test,14,m1,7.162233479907076e-12,60
test,14,m1,4.729940058872083e-14,61
test,14,m1,2.6554244914045455e-10,62
test,14,m1,6.329141312606812e-13,63
test,14,m1,6.859798840075371e-10,64
train,1,ind,1.5612957109923901e-31,1
train,1,ind,7.497696040414947e-13,2
train,1,ind,3.3936002896695072e-09,3
train,1,ind,2.348403971286217e-10,4
train,1,ind,6.410267455736474e-11,5
train,1,ind,9.622248137164391e-11,6
train,1,ind,4.6495571282001436e-11,7
train,1,ind,5.184923670964459e-12,8
train,1,ind,1.1981648312398008e-12,9
train,1,ind,6.398266248416884e-13,10
train,1,ind,1.167823867123663e-12,11
train,1,ind,4.070984001292022e-12,12
train,1,ind,4.873842215230573e-12,13
train,1,ind,2.63167742806103e-12,14
train,1,ind,2.143155227937732e-12,15
train,1,ind,2.4290623765882424e-12,16
train,1,ind,3.360823121537071e-12,17
train,1,ind,4.391618579208112e-12,18
train,1,ind,9.21289346894616e-12,19
train,1,ind,1.2519834995117218e-11,20
train,1,ind,1.3951424217284458e-11,21
train,1,ind,1.4642204115844493e-11,22
train,1,ind,1.7041168823284103e-11,23
train,1,ind,1.457507031732419e-11,24
train,1,ind,1.2999352462517155e-11,25
train,1,ind,1.4801748368653556e-11,26
train,1,ind,1.5533428709968433e-11,27
train,1,ind,1.658822385008918e-11,28
train,1,ind,2.4143104182527964e-11,29
train,1,ind,2.6627309732130122e-11,30
train,1,ind,2.7100748728470236e-11,31
train,1,ind,3.2089851609296005e-11,32
train,1,ind,3.8972665372671855e-11,33
train,1,ind,7.906763438425557e-11,34
train,1,ind,1.321564663259167e-10,35
train,1,ind,3.3083172312764475e-10,36
train,1,ind,3.0308164311598773e-10,37
train,1,ind,3.1296251701284916e-10,38
train,1,ind,5.160027405359813e-10,39
train,1,ind,6.788981599115118e-10,40
test,1,ind,1.048696856815795e-23,41
test,1,ind,7.710075216171029e-18,42
test,1,ind,9.9013281094581e-16,43
