"","blockcollect","ID","condition","p","trialcollect"
"629","test",14,"m1",0.393964886665344,53
"630","test",14,"m1",1.53699360794235e-07,54
"631","test",14,"m1",4.81730166939087e-05,55
"632","test",14,"m1",0.175815522670746,56
"633","test",14,"m1",0.321186929941177,57
"634","test",14,"m1",0.00231464090757072,58
"635","test",14,"m1",0.0110230483114719,59
"636","test",14,"m1",4.27967916039051e-06,60
"637","test",14,"m1",0.0317782089114189,61
"638","test",14,"m1",0.290318578481674,62
"639","test",14,"m1",0.0781461000442505,63
"640","test",14,"m1",0.299250215291977,64
"641","train",1,"ind",5.71651506234867e-25,1
"642","train",1,"ind",0.00800537783652544,2
"643","train",1,"ind",0.409828692674637,3
"644","train",1,"ind",0.724321305751801,4
"645","train",1,"ind",0.836415350437164,5
"646","train",1,"ind",0.87667578458786,6
"647","train",1,"ind",0.910619795322418,7
"648","train",1,"ind",0.925177276134491,8
"649","train",1,"ind",0.938058853149414,9
"650","train",1,"ind",0.949012041091919,10
"651","train",1,"ind",0.950143694877625,11
"652","train",1,"ind",0.950284361839294,12
"653","train",1,"ind",0.948800265789032,13
"654","train",1,"ind",0.947948634624481,14
"655","train",1,"ind",0.948696494102478,15
"656","train",1,"ind",0.950593590736389,16
"657","train",1,"ind",0.952291131019592,17
"658","train",1,"ind",0.952484309673309,18
"659","train",1,"ind",0.952145576477051,19
"660","train",1,"ind",0.951999425888062,20
"661","train",1,"ind",0.951849937438965,21
"662","train",1,"ind",0.951886892318726,22
"663","train",1,"ind",0.951637744903564,23
"664","train",1,"ind",0.952039778232574,24
"665","train",1,"ind",0.952637434005737,25
"666","train",1,"ind",0.952773690223694,26
"667","train",1,"ind",0.953483283519745,27
"668","train",1,"ind",0.953478515148163,28
"669","train",1,"ind",0.953547358512878,29
"670","train",1,"ind",0.952928960323334,30
"671","train",1,"ind",0.952636480331421,31
"672","train",1,"ind",0.952586114406586,32
"673","train",1,"ind",0.952315390110016,33
"674","train",1,"ind",0.953167140483856,34
"675","train",1,"ind",0.953415095806122,35
"676","train",1,"ind",0.953803718090057,36
"677","train",1,"ind",0.954298794269562,37
"678","train",1,"ind",0.954551756381989,38
"679","train",1,"ind",0.954962849617004,39
"680","train",1,"ind",0.955085575580597,40
"681","test",1,"ind",4.69473546017217e-21,41
"682","test",1,"ind",1.66286533154203e-11,42
"683","test",1,"ind",8.81063806446036e-06,43
"684","test",1,"ind",0.00176584022119641,44
"685","test",1,"ind",0.54705685377121,45
"686","test",1,"ind",0.00455390894785523,46
"687","test",1,"ind",4.57092646684032e-05,47
"688","test",1,"ind",0.044765193015337,48
"689","test",1,"ind",1.69285048201573e-08,49
"690","test",1,"ind",0.000141276119393297,50
"691","test",1,"ind",0.0018844367004931,51
"692","test",1,"ind",0.0199023094028234,52
"693","test",1,"ind",0.0053732474334538,53
"694","test",1,"ind",6.19210084096267e-07,54
"695","test",1,"ind",0.0860636606812477,55
"696","test",1,"ind",0.444782286882401,56
"697","test",1,"ind",0.000540470529813319,57
"698","test",1,"ind",0.000114363683678675,58
"699","test",1,"ind",0.0264944676309824,59
"700","test",1,"ind",0.00125095248222351,60
"701","test",1,"ind",0.005976184271276,61
"702","test",1,"ind",0.00677284551784396,62
"703","test",1,"ind",9.2951777332928e-06,63
"704","test",1,"ind",0.0279001593589783,64
"705","train",5,"ind",5.97354135270923e-26,1
"706","train",5,"ind",0.00267494469881058,2
"707","train",5,"ind",0.419923394918442,3
"708","train",5,"ind",0.779228568077087,4
"709","train",5,"ind",0.889027118682861,5
"710","train",5,"ind",0.930298447608948,6
"711","train",5,"ind",0.942838728427887,7
"712","train",5,"ind",0.952369689941406,8
"713","train",5,"ind",0.963264584541321,9
"714","train",5,"ind",0.972350835800171,10
"715","train",5,"ind",0.972715854644775,11
"716","train",5,"ind",0.972550213336945,12
"717","train",5,"ind",0.973662376403809,13
"718","train",5,"ind",0.975076198577881,14
"719","train",5,"ind",0.976852834224701,15
"720","train",5,"ind",0.978091359138489,16
"721","train",5,"ind",0.979040741920471,17
"722","train",5,"ind",0.979482471942902,18
"723","train",5,"ind",0.979746639728546,19
"724","train",5,"ind",0.979835450649261,20
"725","train",5,"ind",0.979833841323853,21
"726","train",5,"ind",0.979911923408508,22
"727","train",5,"ind",0.979982614517212,23
"728","train",5,"ind",0.980136632919312,24
"729","train",5,"ind",0.980443954467773,25
"730","train",5,"ind",0.980820775032043,26
"731","train",5,"ind",0.98102867603302,27
"732","train",5,"ind",0.981172263622284,28
"733","train",5,"ind",0.981210172176361,29
"734","train",5,"ind",0.981209278106689,30
"735","train",5,"ind",0.981093943119049,31
"736","train",5,"ind",0.98101669549942,32
"737","train",5,"ind",0.981034874916077,33
"738","train",5,"ind",0.981087028980255,34
"739","train",5,"ind",0.981169700622559,35
"740","train",5,"ind",0.981396853923798,36
"741","train",5,"ind",0.981615722179413,37
"742","train",5,"ind",0.981898248195648,38
"743","train",5,"ind",0.982100009918213,39
"744","train",5,"ind",0.982100248336792,40
"745","test",5,"ind",3.04278827767332e-19,41
"746","test",5,"ind",4.83923372485151e-07,42
"747","test",5,"ind",1.42354412702161e-08,43
"748","test",5,"ind",0.00735838618129492,44
"749","test",5,"ind",0.0307854972779751,45
"750","test",5,"ind",0.118688091635704,46
"751","test",5,"ind",0.000116428782348521,47
"752","test",5,"ind",5.06449188142355e-11,48
"753","test",5,"ind",1.22768668120443e-07,49
"754","test",5,"ind",1.18780535558471e-05,50
"755","test",5,"ind",0.0846365690231323,51
"756","test",5,"ind",0.0026827035471797,52
"757","test",5,"ind",0.0560189709067345,53
"758","test",5,"ind",0.030503336340189,54
"759","test",5,"ind",0.000227098629693501,55
"760","test",5,"ind",0.164831608533859,56
"761","test",5,"ind",0.0804394483566284,57
"762","test",5,"ind",0.0316671952605247,58
"763","test",5,"ind",0.224658325314522,59
"764","test",5,"ind",0.200611621141434,60
"765","test",5,"ind",0.0265102498233318,61
"766","test",5,"ind",0.0547922067344189,62
"767","test",5,"ind",0.0175458621233702,63
"768","test",5,"ind",0.088039368391037,64
"769","train",6,"ind",1.51876912565921e-25,1
"770","train",6,"ind",0.00125129474326968,2
"771","train",6,"ind",0.520664155483246,3
"772","train",6,"ind",0.802584707736969,4
"773","train",6,"ind",0.872848033905029,5
"774","train",6,"ind",0.906876266002655,6
"775","train",6,"ind",0.928587138652802,7
"776","train",6,"ind",0.945934355258942,8
"777","train",6,"ind",0.957631409168243,9
"778","train",6,"ind",0.964225172996521,10
"779","train",6,"ind",0.964546978473663,11
"780","train",6,"ind",0.965327024459839,12
"781","train",6,"ind",0.966824769973755,13
"782","train",6,"ind",0.96799635887146,14
"783","train",6,"ind",0.969209849834442,15
"784","train",6,"ind",0.970462620258331,16
"785","train",6,"ind",0.971537411212921,17
"786","train",6,"ind",0.971958994865417,18
"787","train",6,"ind",0.971941649913788,19
"788","train",6,"ind",0.971635580062866,20
"789","train",6,"ind",0.971288919448853,21
"790","train",6,"ind",0.970947802066803,22
"791","train",6,"ind",0.970788180828094,23
"792","train",6,"ind",0.970972299575806,24
"793","train",6,"ind",0.971438348293304,25
"794","train",6,"ind",0.971765220165253,26
"795","train",6,"ind",0.972130596637726,27
"796","train",6,"ind",0.972299933433533,28
"797","train",6,"ind",0.972343385219574,29
"798","train",6,"ind",0.972335040569305,30
"799","train",6,"ind",0.972159266471863,31
"800","train",6,"ind",0.972089111804962,32
"801","train",6,"ind",0.971974432468414,33
"802","train",6,"ind",0.972193360328674,34
"803","train",6,"ind",0.972274422645569,35
"804","train",6,"ind",0.972550451755524,36
"805","train",6,"ind",0.972851991653442,37
"806","train",6,"ind",0.973137617111206,38
"807","train",6,"ind",0.973328232765198,39
"808","train",6,"ind",0.97328394651413,40
"809","test",6,"ind",3.80076686712234e-17,41
"810","test",6,"ind",5.7157288613479e-14,42
"811","test",6,"ind",3.57239038351054e-08,43
"812","test",6,"ind",7.77494402193213e-10,44
"813","test",6,"ind",4.66340425191447e-05,45
"814","test",6,"ind",0.123333021998405,46
"815","test",6,"ind",2.42418831675195e-08,47
"816","test",6,"ind",0.478659123182297,48
"817","test",6,"ind",0.0243051629513502,49
"818","test",6,"ind",0.000971760193351656,50
"819","test",6,"ind",0.615923464298248,51
"820","test",6,"ind",3.18869956572598e-06,52
"821","test",6,"ind",2.57855159446763e-08,53
"822","test",6,"ind",0.0452543161809444,54
"823","test",6,"ind",1.34906304083415e-06,55
"824","test",6,"ind",0.0789887756109238,56
"825","test",6,"ind",0.671145975589752,57
"826","test",6,"ind",0.00146592932287604,58
"827","test",6,"ind",0.408795952796936,59
"828","test",6,"ind",0.0352072976529598,60
"829","test",6,"ind",3.72376907087357e-10,61
"830","test",6,"ind",0.530479311943054,62
"831","test",6,"ind",0.692794144153595,63
"832","test",6,"ind",0.404691159725189,64
"833","train",10,"ind",5.07488356654469e-27,1
"834","train",10,"ind",0.00229800189845264,2
"835","train",10,"ind",0.286816269159317,3
"836","train",10,"ind",0.67875200510025,4
"837","train",10,"ind",0.790465950965881,5
"838","train",10,"ind",0.832881987094879,6
"839","train",10,"ind",0.852785706520081,7
"840","train",10,"ind",0.861688792705536,8
"841","train",10,"ind",0.869065642356873,9
"842","train",10,"ind",0.876481592655182,10
"843","train",10,"ind",0.883325159549713,11
"844","train",10,"ind",0.890113115310669,12
"845","train",10,"ind",0.900751948356628,13
"846","train",10,"ind",0.915401995182037,14
"847","train",10,"ind",0.925152897834778,15
"848","train",10,"ind",0.931598305702209,16
"849","train",10,"ind",0.934563398361206,17
"850","train",10,"ind",0.935400903224945,18
"851","train",10,"ind",0.934331655502319,19
"852","train",10,"ind",0.932618021965027,20
"853","train",10,"ind",0.931764900684357,21
"854","train",10,"ind",0.931379735469818,22
"855","train",10,"ind",0.932218730449677,23
"856","train",10,"ind",0.933526575565338,24
"857","train",10,"ind",0.934593498706818,25
"858","train",10,"ind",0.935464382171631,26
"859","train",10,"ind",0.936010301113129,27
"860","train",10,"ind",0.935943305492401,28
"861","train",10,"ind",0.936917662620544,29
"862","train",10,"ind",0.937046825885773,30
"863","train",10,"ind",0.937560319900513,31
"864","train",10,"ind",0.939225673675537,32
"865","train",10,"ind",0.941479206085205,33
"866","train",10,"ind",0.943613231182098,34
"867","train",10,"ind",0.94507110118866,35
"868","train",10,"ind",0.946079850196838,36
"869","train",10,"ind",0.946069657802582,37
"870","train",10,"ind",0.94626384973526,38
"871","train",10,"ind",0.947145164012909,39
"872","train",10,"ind",0.948062479496002,40
"873","test",10,"ind",1.78116510133468e-16,41
"874","test",10,"ind",3.74627939780936e-10,42
"875","test",10,"ind",3.19429177553232e-10,43
"876","test",10,"ind",0.000872747623361647,44
"877","test",10,"ind",0.461292803287506,45
"878","test",10,"ind",0.0458689369261265,46
"879","test",10,"ind",3.91342602767963e-08,47
"880","test",10,"ind",4.02809696709028e-09,48
"881","test",10,"ind",0.000141386306495406,49
"882","test",10,"ind",0.00442721555009484,50
"883","test",10,"ind",0.000417137809563428,51
"884","test",10,"ind",0.0108447503298521,52
"885","test",10,"ind",0.0968926846981049,53
"886","test",10,"ind",0.0621404722332954,54
"887","test",10,"ind",0.000300070561934263,55
"888","test",10,"ind",0.0845259875059128,56
"889","test",10,"ind",0.00131859490647912,57
"890","test",10,"ind",0.089605025947094,58
"891","test",10,"ind",0.0103889750316739,59
"892","test",10,"ind",0.0569635815918446,60
"893","test",10,"ind",0.00290522491559386,61
"894","test",10,"ind",0.193773597478867,62
"895","test",10,"ind",0.0351750403642654,63
"896","test",10,"ind",0.00841464474797249,64
"897","train",15,"ind",5.9458068521744e-25,1
"898","train",15,"ind",1.64677669545199e-06,2
"899","train",15,"ind",0.239327117800713,3
"900","train",15,"ind",0.594605207443237,4
"901","train",15,"ind",0.745540618896484,5
"902","train",15,"ind",0.780311703681946,6
"903","train",15,"ind",0.80549556016922,7
"904","train",15,"ind",0.862939298152924,8
"905","train",15,"ind",0.89460825920105,9
"906","train",15,"ind",0.912286996841431,10
"907","train",15,"ind",0.922250211238861,11
"908","train",15,"ind",0.929999470710754,12
"909","train",15,"ind",0.938731253147125,13
"910","train",15,"ind",0.938643038272858,14
"911","train",15,"ind",0.937542140483856,15
"912","train",15,"ind",0.943809270858765,16
"913","train",15,"ind",0.946179568767548,17
"914","train",15,"ind",0.947804510593414,18
"915","train",15,"ind",0.950477123260498,19
"916","train",15,"ind",0.952303647994995,20
"917","train",15,"ind",0.953199625015259,21
"918","train",15,"ind",0.953572332859039,22
"919","train",15,"ind",0.953491389751434,23
"920","train",15,"ind",0.953371107578278,24
"921","train",15,"ind",0.953690111637115,25
"922","train",15,"ind",0.954723715782166,26
"923","train",15,"ind",0.955591261386871,27
"924","train",15,"ind",0.95639967918396,28
"925","train",15,"ind",0.957083284854889,29
"926","train",15,"ind",0.957331776618958,30
"927","train",15,"ind",0.957528591156006,31
"928","train",15,"ind",0.95768928527832,32
"929","train",15,"ind",0.957749664783478,33
"930","train",15,"ind",0.957486391067505,34
"931","train",15,"ind",0.957080960273743,35
"932","train",15,"ind",0.956965267658234,36
"933","train",15,"ind",0.956676244735718,37
"934","train",15,"ind",0.956906259059906,38
"935","train",15,"ind",0.95760715007782,39
"936","train",15,"ind",0.958084881305695,40
"937","test",15,"ind",3.51309462590008e-17,41
"938","test",15,"ind",1.78702556224986e-11,42
"939","test",15,"ind",0.00793883297592402,43
"940","test",15,"ind",8.50169641353204e-08,44
"941","test",15,"ind",0.0491631776094437,45
"942","test",15,"ind",2.56595683367777e-07,46
"943","test",15,"ind",0.00160488276742399,47
"944","test",15,"ind",0.0194952338933945,48
"945","test",15,"ind",0.176786810159683,49
"946","test",15,"ind",0.000419481890276074,50
"947","test",15,"ind",0.126220107078552,51
"948","test",15,"ind",0.049859918653965,52
"949","test",15,"ind",3.54282207126744e-07,53
"950","test",15,"ind",0.0618266947567463,54
"951","test",15,"ind",0.0940162241458893,55
"952","test",15,"ind",0.276473551988602,56
"953","test",15,"ind",0.00430612824857235,57
"954","test",15,"ind",0.254171460866928,58
"955","test",15,"ind",0.00519087817519903,59
"956","test",15,"ind",0.022809699177742,60
"957","test",15,"ind",0.0931957960128784,61
"958","test",15,"ind",0.081950269639492,62
"959","test",15,"ind",0.319965422153473,63
"960","test",15,"ind",0.00301047554239631,64
"961","train",16,"ind",4.55971365371447e-25,1
"962","train",16,"ind",0.00273250718601048,2
"963","train",16,"ind",0.522132575511932,3
"964","train",16,"ind",0.774273157119751,4
"965","train",16,"ind",0.864033460617065,5
"966","train",16,"ind",0.911407232284546,6
"967","train",16,"ind",0.926237404346466,7
"968","train",16,"ind",0.937246203422546,8
"969","train",16,"ind",0.951237320899963,9
"970","train",16,"ind",0.950654208660126,10
"971","train",16,"ind",0.953747034072876,11
"972","train",16,"ind",0.95149177312851,12
"973","train",16,"ind",0.951202809810638,13
"974","train",16,"ind",0.955294191837311,14
"975","train",16,"ind",0.958485186100006,15
"976","train",16,"ind",0.959821343421936,16
"977","train",16,"ind",0.960146605968475,17
"978","train",16,"ind",0.960012435913086,18
"979","train",16,"ind",0.959903657436371,19
"980","train",16,"ind",0.960065543651581,20
"981","train",16,"ind",0.960592985153198,21
"982","train",16,"ind",0.961483597755432,22
"983","train",16,"ind",0.96212363243103,23
"984","train",16,"ind",0.962775707244873,24
"985","train",16,"ind",0.963368058204651,25
"986","train",16,"ind",0.963509142398834,26
"987","train",16,"ind",0.963704645633698,27
"988","train",16,"ind",0.963663935661316,28
"989","train",16,"ind",0.963785171508789,29
"990","train",16,"ind",0.963993906974792,30
"991","train",16,"ind",0.964338064193726,31
"992","train",16,"ind",0.965011477470398,32
"993","train",16,"ind",0.965451955795288,33
"994","train",16,"ind",0.966114819049835,34
"995","train",16,"ind",0.966126143932343,35
"996","train",16,"ind",0.966123878955841,36
"997","train",16,"ind",0.96579784154892,37
"998","train",16,"ind",0.965952277183533,38
"999","train",16,"ind",0.965987145900726,39
"1000","train",16,"ind",0.965974092483521,40
"1001","test",16,"ind",4.54388922039161e-20,41
"1002","test",16,"ind",3.32961602733661e-10,42
"1003","test",16,"ind",1.14825449148981e-09,43
"1004","test",16,"ind",9.87200043933711e-11,44
"1005","test",16,"ind",0.00188387476373464,45
"1006","test",16,"ind",0.0361684747040272,46
"1007","test",16,"ind",2.93588731103966e-09,47
"1008","test",16,"ind",0.0645081549882889,48
"1009","test",16,"ind",0.0251479707658291,49
"1010","test",16,"ind",0.0353710055351257,50
"1011","test",16,"ind",7.70418822071406e-08,51
"1012","test",16,"ind",6.35502583463676e-05,52
"1013","test",16,"ind",0.00454302597790956,53
"1014","test",16,"ind",0.0370856262743473,54
"1015","test",16,"ind",0.111905038356781,55
"1016","test",16,"ind",9.39115270739421e-05,56
"1017","test",16,"ind",0.135443612933159,57
"1018","test",16,"ind",0.00563667342066765,58
"1019","test",16,"ind",0.209366872906685,59
"1020","test",16,"ind",0.00716416817158461,60
"1021","test",16,"ind",0.363897651433945,61
"1022","test",16,"ind",0.0141390096396208,62
"1023","test",16,"ind",0.0664818212389946,63
"1024","test",16,"ind",0.0133874760940671,64
"1025","train",18,"ind",2.22844700818301e-25,1
"1026","train",18,"ind",0.00402564182877541,2
"1027","train",18,"ind",0.509111225605011,3
"1028","train",18,"ind",0.796216189861298,4
"1029","train",18,"ind",0.885944366455078,5
"1030","train",18,"ind",0.924991130828857,6
"1031","train",18,"ind",0.940257430076599,7
"1032","train",18,"ind",0.952917635440826,8
"1033","train",18,"ind",0.96919047832489,9
"1034","train",18,"ind",0.973597884178162,10
"1035","train",18,"ind",0.973843038082123,11
"1036","train",18,"ind",0.971968591213226,12
"1037","train",18,"ind",0.970780491828918,13
"1038","train",18,"ind",0.972256779670715,14
"1039","train",18,"ind",0.973377883434296,15
"1040","train",18,"ind",0.973784744739532,16
"1041","train",18,"ind",0.973745584487915,17
"1042","train",18,"ind",0.973652899265289,18
"1043","train",18,"ind",0.973573327064514,19
"1044","train",18,"ind",0.973700702190399,20
"1045","train",18,"ind",0.973836362361908,21
"1046","train",18,"ind",0.974256098270416,22
"1047","train",18,"ind",0.974500000476837,23
"1048","train",18,"ind",0.97478199005127,24
"1049","train",18,"ind",0.974926710128784,25
"1050","train",18,"ind",0.975035548210144,26
"1051","train",18,"ind",0.975117325782776,27
"1052","train",18,"ind",0.975207090377808,28
"1053","train",18,"ind",0.975418508052826,29
"1054","train",18,"ind",0.975589275360107,30
"1055","train",18,"ind",0.975908160209656,31
"1056","train",18,"ind",0.976126194000244,32
"1057","train",18,"ind",0.976288259029388,33
"1058","train",18,"ind",0.976584136486053,34
"1059","train",18,"ind",0.976560413837433,35
"1060","train",18,"ind",0.97659957408905,36
"1061","train",18,"ind",0.976561665534973,37
"1062","train",18,"ind",0.97651082277298,38
"1063","train",18,"ind",0.976598620414734,39
"1064","train",18,"ind",0.976591289043427,40
"1065","test",18,"ind",3.14124681050368e-20,41
"1066","test",18,"ind",5.63958081623017e-12,42
"1067","test",18,"ind",0.0054854741320014,43
"1068","test",18,"ind",1.12095972326642e-06,44
"1069","test",18,"ind",4.43000462837517e-05,45
"1070","test",18,"ind",1.18016043870739e-06,46
"1071","test",18,"ind",0.00765711069107056,47
"1072","test",18,"ind",1.20057748063118e-05,48
"1073","test",18,"ind",0.0194258745759726,49
"1074","test",18,"ind",0.0207563173025846,50
"1075","test",18,"ind",0.317229062318802,51
"1076","test",18,"ind",0.567956209182739,52
"1077","test",18,"ind",0.00053437624592334,53
"1078","test",18,"ind",0.0380947515368462,54
"1079","test",18,"ind",0.0792039036750793,55
"1080","test",18,"ind",0.604046225547791,56
"1081","test",18,"ind",2.95335667033214e-06,57
"1082","test",18,"ind",0.261848330497742,58
"1083","test",18,"ind",0.0564747042953968,59
"1084","test",18,"ind",0.000138023373438045,60
"1085","test",18,"ind",0.0527177900075912,61
"1086","test",18,"ind",0.63872367143631,62
"1087","test",18,"ind",0.000837967498227954,63
"1088","test",18,"ind",0.0830496698617935,64
"1089","train",19,"ind",4.28961421252117e-26,1
"1090","train",19,"ind",2.99634575640084e-06,2
"1091","train",19,"ind",0.311625272035599,3
"1092","train",19,"ind",0.676031827926636,4
"1093","train",19,"ind",0.777874410152435,5
"1094","train",19,"ind",0.856411993503571,6
"1095","train",19,"ind",0.886343419551849,7
"1096","train",19,"ind",0.899103224277496,8
"1097","train",19,"ind",0.911202371120453,9
"1098","train",19,"ind",0.93158757686615,10
"1099","train",19,"ind",0.938643395900726,11
"1100","train",19,"ind",0.949539661407471,12
"1101","train",19,"ind",0.948207020759583,13
"1102","train",19,"ind",0.944416999816895,14
"1103","train",19,"ind",0.941396534442902,15
"1104","train",19,"ind",0.943124115467072,16
"1105","train",19,"ind",0.947553813457489,17
"1106","train",19,"ind",0.949491679668427,18
"1107","train",19,"ind",0.949860513210297,19
"1108","train",19,"ind",0.949760019779205,20
"1109","train",19,"ind",0.949842572212219,21
"1110","train",19,"ind",0.949743688106537,22
"1111","train",19,"ind",0.949830293655396,23
"1112","train",19,"ind",0.950506985187531,24
"1113","train",19,"ind",0.952066242694855,25
"1114","train",19,"ind",0.953265368938446,26
"1115","train",19,"ind",0.953886985778809,27
"1116","train",19,"ind",0.954084813594818,28
"1117","train",19,"ind",0.953965187072754,29
"1118","train",19,"ind",0.953627645969391,30
"1119","train",19,"ind",0.95281320810318,31
"1120","train",19,"ind",0.952417612075806,32
"1121","train",19,"ind",0.952100098133087,33
"1122","train",19,"ind",0.952114760875702,34
"1123","train",19,"ind",0.952705323696136,35
"1124","train",19,"ind",0.953763425350189,36
"1125","train",19,"ind",0.954335033893585,37
"1126","train",19,"ind",0.955475032329559,38
"1127","train",19,"ind",0.956167161464691,39
"1128","train",19,"ind",0.955864787101746,40
"1129","test",19,"ind",4.27525533712859e-19,41
"1130","test",19,"ind",1.73991637070214e-11,42
"1131","test",19,"ind",0.000278062798315659,43
"1132","test",19,"ind",5.08732149739899e-08,44
"1133","test",19,"ind",6.92545825131674e-08,45
"1134","test",19,"ind",0.000957063166424632,46
"1135","test",19,"ind",0.0387929752469063,47
"1136","test",19,"ind",0.00023082023835741,48
"1137","test",19,"ind",0.113453887403011,49
"1138","test",19,"ind",0.00277157127857208,50
"1139","test",19,"ind",0.307817488908768,51
"1140","test",19,"ind",0.0168055035173893,52
"1141","test",19,"ind",0.00032966845901683,53
"1142","test",19,"ind",0.0320316590368748,54
"1143","test",19,"ind",0.0320313572883606,55
"1144","test",19,"ind",0.167038172483444,56
"1145","test",19,"ind",6.25580287305638e-05,57
"1146","test",19,"ind",0.0999042093753815,58
"1147","test",19,"ind",0.0374524407088757,59
"1148","test",19,"ind",0.00280091841705143,60
"1149","test",19,"ind",0.0148425009101629,61
"1150","test",19,"ind",0.31034517288208,62
"1151","test",19,"ind",0.0653788149356842,63
"1152","test",19,"ind",0.0227936077862978,64
"1153","train",20,"ind",1.01300194178116e-26,1
"1154","train",20,"ind",0.00335566233843565,2
"1155","train",20,"ind",0.629347860813141,3
"1156","train",20,"ind",0.843772292137146,4
"1157","train",20,"ind",0.903045535087585,5
"1158","train",20,"ind",0.921717822551727,6
"1159","train",20,"ind",0.929363071918488,7
"1160","train",20,"ind",0.933193683624268,8
"1161","train",20,"ind",0.933886647224426,9
"1162","train",20,"ind",0.934578061103821,10
"1163","train",20,"ind",0.936170220375061,11
"1164","train",20,"ind",0.938217461109161,12
"1165","train",20,"ind",0.941836774349213,13
"1166","train",20,"ind",0.946957230567932,14
"1167","train",20,"ind",0.950527131557465,15
"1168","train",20,"ind",0.955276668071747,16
"1169","train",20,"ind",0.95632791519165,17
"1170","train",20,"ind",0.948302030563354,18
"1171","train",20,"ind",0.951658964157104,19
"1172","train",20,"ind",0.954123437404633,20
"1173","train",20,"ind",0.954755306243896,21
"1174","train",20,"ind",0.955041766166687,22
"1175","train",20,"ind",0.955044209957123,23
"1176","train",20,"ind",0.955125272274017,24
"1177","train",20,"ind",0.955040097236633,25
"1178","train",20,"ind",0.954871833324432,26
"1179","train",20,"ind",0.954460144042969,27
"1180","train",20,"ind",0.954915702342987,28
"1181","train",20,"ind",0.955198228359222,29
"1182","train",20,"ind",0.955671370029449,30
"1183","train",20,"ind",0.956918776035309,31
"1184","train",20,"ind",0.958087801933289,32
"1185","train",20,"ind",0.959280908107758,33
"1186","train",20,"ind",0.959897041320801,34
"1187","train",20,"ind",0.96102100610733,35
"1188","train",20,"ind",0.961385548114777,36
"1189","train",20,"ind",0.961816906929016,37
"1190","train",20,"ind",0.961617231369019,38
"1191","train",20,"ind",0.961889922618866,39
"1192","train",20,"ind",0.962013721466064,40
"1193","test",20,"ind",1.18396046455213e-18,41
"1194","test",20,"ind",1.17004540415135e-14,42
"1195","test",20,"ind",0.00499337585642934,43
"1196","test",20,"ind",1.54694106413444e-07,44
"1197","test",20,"ind",0.00350551167502999,45
"1198","test",20,"ind",0.146211892366409,46
"1199","test",20,"ind",5.05103181502875e-10,47
"1200","test",20,"ind",0.00676200352609158,48
"1201","test",20,"ind",0.00286361272446811,49
"1202","test",20,"ind",1.01521789019898e-06,50
"1203","test",20,"ind",0.0607963241636753,51
"1204","test",20,"ind",0.0128011247143149,52
"1205","test",20,"ind",0.135865435004234,53
"1206","test",20,"ind",5.07735400390175e-08,54
"1207","test",20,"ind",0.000818178174085915,55
"1208","test",20,"ind",0.13236890733242,56
"1209","test",20,"ind",0.0486886650323868,57
"1210","test",20,"ind",0.00864918995648623,58
"1211","test",20,"ind",0.0381760597229004,59
"1212","test",20,"ind",0.151981264352798,60
"1213","test",20,"ind",0.000131162072648294,61
"1214","test",20,"ind",0.241311937570572,62
"1215","test",20,"ind",0.00205933139659464,63
"1216","test",20,"ind",0.00194719573482871,64
"1217","train",22,"ind",1.97893960128841e-28,1
"1218","train",22,"ind",0.000278811960015446,2
"1219","train",22,"ind",0.303817629814148,3
"1220","train",22,"ind",0.644214749336243,4
"1221","train",22,"ind",0.792452573776245,5
"1222","train",22,"ind",0.817743837833405,6
"1223","train",22,"ind",0.844320774078369,7
"1224","train",22,"ind",0.875061571598053,8
"1225","train",22,"ind",0.889881014823914,9
"1226","train",22,"ind",0.900771498680115,10
"1227","train",22,"ind",0.910463511943817,11
"1228","train",22,"ind",0.921175897121429,12
"1229","train",22,"ind",0.928336083889008,13
"1230","train",22,"ind",0.931260406970978,14
"1231","train",22,"ind",0.934150695800781,15
"1232","train",22,"ind",0.937252342700958,16
"1233","train",22,"ind",0.941401183605194,17
"1234","train",22,"ind",0.944383144378662,18
"1235","train",22,"ind",0.945583939552307,19
"1236","train",22,"ind",0.946747004985809,20
"1237","train",22,"ind",0.947097361087799,21
"1238","train",22,"ind",0.948169469833374,22
"1239","train",22,"ind",0.948933362960815,23
"1240","train",22,"ind",0.949963390827179,24
"1241","train",22,"ind",0.950904488563538,25
"1242","train",22,"ind",0.951892077922821,26
"1243","train",22,"ind",0.952372252941132,27
"1244","train",22,"ind",0.953531503677368,28
"1245","train",22,"ind",0.954870045185089,29
"1246","train",22,"ind",0.955221772193909,30
"1247","train",22,"ind",0.955792188644409,31
"1248","train",22,"ind",0.956213355064392,32
"1249","train",22,"ind",0.956479012966156,33
"1250","train",22,"ind",0.956666171550751,34
"1251","train",22,"ind",0.957379817962646,35
"1252","train",22,"ind",0.957863986492157,36
"1253","train",22,"ind",0.958445310592651,37
"1254","train",22,"ind",0.958904922008514,38
"1255","train",22,"ind",0.959672212600708,39
"1256","train",22,"ind",0.960259318351746,40
"1257","test",22,"ind",1.60396080019047e-18,41
"1258","test",22,"ind",3.25926026618906e-12,42
"1259","test",22,"ind",3.81676301230982e-07,43
"1260","test",22,"ind",6.21134077505303e-09,44
"1261","test",22,"ind",2.59464486589422e-05,45
"1262","test",22,"ind",0.014450104907155,46
"1263","test",22,"ind",0.000758121663238853,47
