"","blockcollect","ID","condition","p","trialcollect"
"136","train",4,"m1",0.0057461354881525,8
"137","train",4,"m1",0.0702815353870392,9
"138","train",4,"m1",0.0669467523694038,10
"139","train",4,"m1",0.214598953723907,11
"140","train",4,"m1",0.00373910809867084,12
"141","train",4,"m1",0.0253567472100258,13
"142","train",4,"m1",0.0269410479813814,14
"143","train",4,"m1",0.0022528872359544,15
"144","train",4,"m1",1.00237002698123e-05,16
"145","train",4,"m1",0.0174450613558292,17
"146","train",4,"m1",0.0291066840291023,18
"147","train",4,"m1",0.214080482721329,19
"148","train",4,"m1",0.019062103703618,20
"149","train",4,"m1",0.0687689259648323,21
"150","train",4,"m1",0.00961615424603224,22
"151","train",4,"m1",0.0224798917770386,23
"152","train",4,"m1",0.269120991230011,24
"153","train",4,"m1",0.00227991072461009,25
"154","train",4,"m1",0.152989238500595,26
"155","train",4,"m1",7.88184628675026e-10,27
"156","train",4,"m1",0.0283543784171343,28
"157","train",4,"m1",0.0176172088831663,29
"158","train",4,"m1",0.000317863363306969,30
"159","train",4,"m1",0.00965926889330149,31
"160","train",4,"m1",0.154089093208313,32
"161","train",4,"m1",0.191745683550835,33
"162","train",4,"m1",0.00520598003640771,34
"163","train",4,"m1",0.0125870341435075,35
"164","train",4,"m1",0.00627543404698372,36
"165","train",4,"m1",0.0135080209001899,37
"166","train",4,"m1",0.13561250269413,38
"167","train",4,"m1",0.0706875994801521,39
"168","train",4,"m1",0.0403120070695877,40
"169","test",4,"m1",9.2972216058574e-19,41
"170","test",4,"m1",3.11068309999385e-10,42
"171","test",4,"m1",7.60878737793291e-09,43
"172","test",4,"m1",1.07110409430788e-08,44
"173","test",4,"m1",7.6023079600418e-06,45
"174","test",4,"m1",0.00258266227319837,46
"175","test",4,"m1",5.03633491462097e-05,47
"176","test",4,"m1",0.0829954296350479,48
"177","test",4,"m1",0.0317847058176994,49
"178","test",4,"m1",0.0155154345557094,50
"179","test",4,"m1",4.91116370540112e-05,51
"180","test",4,"m1",0.175099268555641,52
"181","test",4,"m1",0.149638935923576,53
"182","test",4,"m1",0.204733297228813,54
"183","test",4,"m1",2.93545617751079e-05,55
"184","test",4,"m1",0.0579374991357327,56
"185","test",4,"m1",0.322598814964294,57
"186","test",4,"m1",0.172480195760727,58
"187","test",4,"m1",0.000277883111266419,59
"188","test",4,"m1",0.545132637023926,60
"189","test",4,"m1",0.00147402414586395,61
"190","test",4,"m1",0.569418787956238,62
"191","test",4,"m1",0.00823564641177654,63
"192","test",4,"m1",0.000227216994971968,64
"193","train",7,"m1",7.46700973698573e-26,1
"194","train",7,"m1",1.00547533047766e-15,2
"195","train",7,"m1",0.0012519775191322,3
"196","train",7,"m1",1.58361658009198e-07,4
"197","train",7,"m1",2.50434226245488e-07,5
"198","train",7,"m1",1.24161097119213e-05,6
"199","train",7,"m1",0.00664644362404943,7
"200","train",7,"m1",0.0292409062385559,8
"201","train",7,"m1",0.00206907466053963,9
"202","train",7,"m1",3.53937211912125e-05,10
"203","train",7,"m1",0.017217306420207,11
"204","train",7,"m1",0.0725504606962204,12
"205","train",7,"m1",0.0952643156051636,13
"206","train",7,"m1",0.000338866200763732,14
"207","train",7,"m1",0.0136937741190195,15
"208","train",7,"m1",0.0134428646415472,16
"209","train",7,"m1",0.074027918279171,17
"210","train",7,"m1",0.0549990795552731,18
"211","train",7,"m1",0.0392623990774155,19
"212","train",7,"m1",0.0134656680747867,20
"213","train",7,"m1",0.00736090214923024,21
"214","train",7,"m1",9.62466583587229e-05,22
"215","train",7,"m1",0.136910274624825,23
"216","train",7,"m1",0.0744565948843956,24
"217","train",7,"m1",0.0181342735886574,25
"218","train",7,"m1",0.0298137757927179,26
"219","train",7,"m1",0.0980392098426819,27
"220","train",7,"m1",0.353845357894897,28
"221","train",7,"m1",0.251264840364456,29
"222","train",7,"m1",0.000315842451527715,30
"223","train",7,"m1",0.156888946890831,31
"224","train",7,"m1",0.00104683823883533,32
"225","train",7,"m1",0.00106298865284771,33
"226","train",7,"m1",0.00195088086184114,34
"227","train",7,"m1",0.0984734296798706,35
"228","train",7,"m1",0.463129132986069,36
"229","train",7,"m1",0.00538092060014606,37
"230","train",7,"m1",5.93830445723142e-05,38
"231","train",7,"m1",0.0614581704139709,39
"232","train",7,"m1",0.320581048727036,40
"233","test",7,"m1",8.95558312837691e-13,41
"234","test",7,"m1",2.15338219478056e-10,42
"235","test",7,"m1",2.09208195656174e-07,43
"236","test",7,"m1",1.60052979936154e-06,44
"237","test",7,"m1",0.000250960030825809,45
"238","test",7,"m1",2.04659954761155e-07,46
"239","test",7,"m1",0.0337527580559254,47
"240","test",7,"m1",0.00113860203418881,48
"241","test",7,"m1",0.00310730026103556,49
"242","test",7,"m1",0.0495426468551159,50
"243","test",7,"m1",0.0240347553044558,51
"244","test",7,"m1",0.00147501542232931,52
"245","test",7,"m1",0.648789584636688,53
"246","test",7,"m1",0.00274887005798519,54
"247","test",7,"m1",0.162287145853043,55
"248","test",7,"m1",0.0268739275634289,56
"249","test",7,"m1",0.0853496044874191,57
"250","test",7,"m1",0.00375828519463539,58
"251","test",7,"m1",0.0819563120603561,59
"252","test",7,"m1",0.0803262069821358,60
"253","test",7,"m1",0.706839263439178,61
"254","test",7,"m1",0.264781624078751,62
"255","test",7,"m1",0.0637994110584259,63
"256","test",7,"m1",0.0115475812926888,64
"257","train",8,"m1",1.50336273381e-26,1
"258","train",8,"m1",1.88183166965894e-11,2
"259","train",8,"m1",1.78671144546172e-09,3
"260","train",8,"m1",4.6431657347093e-13,4
"261","train",8,"m1",0.000345637963619083,5
"262","train",8,"m1",3.38866957463324e-05,6
"263","train",8,"m1",0.032425731420517,7
"264","train",8,"m1",0.0340878032147884,8
"265","train",8,"m1",0.0649855136871338,9
"266","train",8,"m1",0.171001479029655,10
"267","train",8,"m1",2.58966764477009e-07,11
"268","train",8,"m1",0.282119423151016,12
"269","train",8,"m1",0.101506374776363,13
"270","train",8,"m1",0.523457825183868,14
"271","train",8,"m1",0.196030229330063,15
"272","train",8,"m1",0.140506997704506,16
"273","train",8,"m1",0.00518772192299366,17
"274","train",8,"m1",0.0344263017177582,18
"275","train",8,"m1",0.377409100532532,19
"276","train",8,"m1",0.721174120903015,20
"277","train",8,"m1",1.50249093167076e-07,21
"278","train",8,"m1",0.203220680356026,22
"279","train",8,"m1",0.408171653747559,23
"280","train",8,"m1",0.00113119278103113,24
"281","train",8,"m1",0.00236433744430542,25
"282","train",8,"m1",0.158260092139244,26
"283","train",8,"m1",0.534659326076508,27
"284","train",8,"m1",7.61873670853674e-05,28
"285","train",8,"m1",0.459358364343643,29
"286","train",8,"m1",0.649483025074005,30
"287","train",8,"m1",0.00488064670935273,31
"288","train",8,"m1",0.404560416936874,32
"289","train",8,"m1",0.0164871457964182,33
"290","train",8,"m1",0.315190434455872,34
"291","train",8,"m1",1.57923004735494e-05,35
"292","train",8,"m1",0.00125486392062157,36
"293","train",8,"m1",0.00155694806016982,37
"294","train",8,"m1",0.0248205289244652,38
"295","train",8,"m1",0.0054304301738739,39
"296","train",8,"m1",0.00042898635729216,40
"297","test",8,"m1",9.86518216750615e-20,41
"298","test",8,"m1",4.59789324669391e-13,42
"299","test",8,"m1",2.82894518477406e-07,43
"300","test",8,"m1",0.0408829413354397,44
"301","test",8,"m1",2.11416340789583e-06,45
"302","test",8,"m1",0.00144865876063704,46
"303","test",8,"m1",0.00165437685791403,47
"304","test",8,"m1",0.194150626659393,48
"305","test",8,"m1",1.22825598580789e-08,49
"306","test",8,"m1",0.000447262224042788,50
"307","test",8,"m1",0.0957980304956436,51
"308","test",8,"m1",2.42783225985477e-05,52
"309","test",8,"m1",0.12924513220787,53
"310","test",8,"m1",0.000725335034076124,54
"311","test",8,"m1",0.00128036679234356,55
"312","test",8,"m1",0.00100392790045589,56
"313","test",8,"m1",0.0138774877414107,57
"314","test",8,"m1",0.107155881822109,58
"315","test",8,"m1",0.0541479736566544,59
"316","test",8,"m1",0.0791240632534027,60
"317","test",8,"m1",0.000871135795023292,61
"318","test",8,"m1",0.025236526504159,62
"319","test",8,"m1",0.360978424549103,63
"320","test",8,"m1",0.0213339813053608,64
"321","train",9,"m1",5.11511855419887e-27,1
"322","train",9,"m1",1.14611644827511e-11,2
"323","train",9,"m1",2.63552331000727e-12,3
"324","train",9,"m1",6.26477549303672e-06,4
"325","train",9,"m1",2.7598956876318e-05,5
"326","train",9,"m1",0.0893499031662941,6
"327","train",9,"m1",3.07928445408834e-07,7
"328","train",9,"m1",0.041836854070425,8
"329","train",9,"m1",0.175383642315865,9
"330","train",9,"m1",0.0278063826262951,10
"331","train",9,"m1",0.239692822098732,11
"332","train",9,"m1",1.29074287542608e-05,12
"333","train",9,"m1",1.43228071465273e-05,13
"334","train",9,"m1",0.0765422061085701,14
"335","train",9,"m1",0.0220316853374243,15
"336","train",9,"m1",0.0337886065244675,16
"337","train",9,"m1",0.00657214783132076,17
"338","train",9,"m1",0.0179566442966461,18
"339","train",9,"m1",0.0335190072655678,19
"340","train",9,"m1",0.0376592762768269,20
"341","train",9,"m1",0.0315703637897968,21
"342","train",9,"m1",0.0483988672494888,22
"343","train",9,"m1",0.00763702066615224,23
"344","train",9,"m1",0.254961729049683,24
"345","train",9,"m1",0.0444247610867023,25
"346","train",9,"m1",0.365439713001251,26
"347","train",9,"m1",0.083339512348175,27
"348","train",9,"m1",0.296123057603836,28
"349","train",9,"m1",0.0233686435967684,29
"350","train",9,"m1",0.0115450220182538,30
"351","train",9,"m1",0.00285384408198297,31
"352","train",9,"m1",0.00832593999803066,32
"353","train",9,"m1",0.123131640255451,33
"354","train",9,"m1",0.00182261841837317,34
"355","train",9,"m1",0.0335695445537567,35
"356","train",9,"m1",0.197306141257286,36
"357","train",9,"m1",0.12190568447113,37
"358","train",9,"m1",0.101841129362583,38
"359","train",9,"m1",0.002711869077757,39
"360","train",9,"m1",0.0200743041932583,40
"361","test",9,"m1",6.46417329600182e-18,41
"362","test",9,"m1",1.11023812365829e-09,42
"363","test",9,"m1",0.000694044283591211,43
"364","test",9,"m1",1.28907046814675e-07,44
"365","test",9,"m1",0.014162216335535,45
"366","test",9,"m1",1.86587589823262e-09,46
"367","test",9,"m1",0.00139474135357887,47
"368","test",9,"m1",0.0531608201563358,48
"369","test",9,"m1",0.0116158109158278,49
"370","test",9,"m1",0.000696193485055119,50
"371","test",9,"m1",0.552247047424316,51
"372","test",9,"m1",0.137011840939522,52
"373","test",9,"m1",0.000527408963534981,53
"374","test",9,"m1",0.0378074534237385,54
"375","test",9,"m1",0.223827853798866,55
"376","test",9,"m1",0.0525156632065773,56
"377","test",9,"m1",0.0215163994580507,57
"378","test",9,"m1",0.443924456834793,58
"379","test",9,"m1",0.000308265240164474,59
"380","test",9,"m1",0.0911255553364754,60
"381","test",9,"m1",0.0790470987558365,61
"382","test",9,"m1",0.58843332529068,62
"383","test",9,"m1",0.0665434524416924,63
"384","test",9,"m1",0.00175076513551176,64
"385","train",11,"m1",2.92411878859414e-26,1
"386","train",11,"m1",6.24071905264145e-11,2
"387","train",11,"m1",4.50672346663517e-11,3
"388","train",11,"m1",6.62840271559162e-09,4
"389","train",11,"m1",8.14848817753955e-07,5
"390","train",11,"m1",0.00315268686972558,6
"391","train",11,"m1",0.0215730201452971,7
"392","train",11,"m1",0.129998177289963,8
"393","train",11,"m1",0.0012047205818817,9
"394","train",11,"m1",0.378318309783936,10
"395","train",11,"m1",0.00142977351788431,11
"396","train",11,"m1",0.000153574248543009,12
"397","train",11,"m1",0.348907470703125,13
"398","train",11,"m1",2.98770714834973e-07,14
"399","train",11,"m1",0.00252807908691466,15
"400","train",11,"m1",0.00901363883167505,16
"401","train",11,"m1",0.524863243103027,17
"402","train",11,"m1",0.109488613903522,18
"403","train",11,"m1",0.317949146032333,19
"404","train",11,"m1",0.0191353298723698,20
"405","train",11,"m1",0.000775715045165271,21
"406","train",11,"m1",0.220952570438385,22
"407","train",11,"m1",0.0379744842648506,23
"408","train",11,"m1",0.042017936706543,24
"409","train",11,"m1",0.000697266194038093,25
"410","train",11,"m1",0.0153619768097997,26
"411","train",11,"m1",0.00520650390535593,27
"412","train",11,"m1",0.0590747483074665,28
"413","train",11,"m1",0.00203324970789254,29
"414","train",11,"m1",0.00888229813426733,30
"415","train",11,"m1",0.000562310102395713,31
"416","train",11,"m1",0.0663225129246712,32
"417","train",11,"m1",0.11191963404417,33
"418","train",11,"m1",0.000711877713911235,34
"419","train",11,"m1",0.0970591157674789,35
"420","train",11,"m1",0.00650493241846561,36
"421","train",11,"m1",0.00172946532256901,37
"422","train",11,"m1",0.0884379670023918,38
"423","train",11,"m1",0.00164510495960712,39
"424","train",11,"m1",0.00084560428513214,40
"425","test",11,"m1",6.63024721676997e-21,41
"426","test",11,"m1",1.835037011233e-09,42
"427","test",11,"m1",0.0043444805778563,43
"428","test",11,"m1",9.36300828535686e-11,44
"429","test",11,"m1",1.80303231900325e-06,45
"430","test",11,"m1",3.80567364288709e-08,46
"431","test",11,"m1",0.0276581384241581,47
"432","test",11,"m1",0.00232680235058069,48
"433","test",11,"m1",0.0525078736245632,49
"434","test",11,"m1",0.00178774958476424,50
"435","test",11,"m1",0.0122864618897438,51
"436","test",11,"m1",0.00022325869940687,52
"437","test",11,"m1",0.00495304213836789,53
"438","test",11,"m1",0.000912738614715636,54
"439","test",11,"m1",0.0209915358573198,55
"440","test",11,"m1",0.10160144418478,56
"441","test",11,"m1",0.00444999989122152,57
"442","test",11,"m1",0.125017404556274,58
"443","test",11,"m1",0.649992167949677,59
"444","test",11,"m1",0.00405945209786296,60
"445","test",11,"m1",0.00744028436020017,61
"446","test",11,"m1",0.156016796827316,62
"447","test",11,"m1",0.0152984419837594,63
"448","test",11,"m1",0.00234417989850044,64
"449","train",12,"m1",2.06762003261682e-27,1
"450","train",12,"m1",1.43381122946762e-11,2
"451","train",12,"m1",0.00241002370603383,3
"452","train",12,"m1",0.12039789557457,4
"453","train",12,"m1",3.53044937034808e-12,5
"454","train",12,"m1",9.95162885431e-09,6
"455","train",12,"m1",0.0220504198223352,7
"456","train",12,"m1",0.0137246260419488,8
"457","train",12,"m1",0.120082244277,9
"458","train",12,"m1",3.35137428919552e-08,10
"459","train",12,"m1",0.222522929310799,11
"460","train",12,"m1",0.018043665215373,12
"461","train",12,"m1",0.000329117319779471,13
"462","train",12,"m1",0.0214632824063301,14
"463","train",12,"m1",0.0117599721997976,15
"464","train",12,"m1",1.46641426113092e-07,16
"465","train",12,"m1",4.78813672089018e-05,17
"466","train",12,"m1",0.0025964539963752,18
"467","train",12,"m1",0.00878773629665375,19
"468","train",12,"m1",0.0997727066278458,20
"469","train",12,"m1",0.00275389640592039,21
"470","train",12,"m1",0.0141957737505436,22
"471","train",12,"m1",0.0860403627157211,23
"472","train",12,"m1",0.02363545820117,24
"473","train",12,"m1",0.0168716982007027,25
"474","train",12,"m1",0.00484026176854968,26
"475","train",12,"m1",0.0326871499419212,27
"476","train",12,"m1",0.442573964595795,28
"477","train",12,"m1",0.000304962683003396,29
"478","train",12,"m1",0.706051051616669,30
"479","train",12,"m1",0.0109629491344094,31
"480","train",12,"m1",0.202886208891869,32
"481","train",12,"m1",0.304608434438705,33
"482","train",12,"m1",0.00327404611743987,34
"483","train",12,"m1",1.19743781397119e-05,35
"484","train",12,"m1",0.00150218780618161,36
"485","train",12,"m1",0.240732997655869,37
"486","train",12,"m1",0.0716506987810135,38
"487","train",12,"m1",0.000264149944996461,39
"488","train",12,"m1",0.191906556487083,40
"489","test",12,"m1",1.33900746740277e-17,41
"490","test",12,"m1",7.12170589167727e-09,42
"491","test",12,"m1",1.21149703602441e-08,43
"492","test",12,"m1",1.10083306026354e-06,44
"493","test",12,"m1",0.0166446883231401,45
"494","test",12,"m1",0.00232326262630522,46
"495","test",12,"m1",0.00088841188699007,47
"496","test",12,"m1",0.241678938269615,48
"497","test",12,"m1",0.0215610228478909,49
"498","test",12,"m1",0.00691747292876244,50
"499","test",12,"m1",0.0212342739105225,51
"500","test",12,"m1",0.339742422103882,52
"501","test",12,"m1",1.16621947654494e-06,53
"502","test",12,"m1",0.00063228775979951,54
"503","test",12,"m1",0.0512615144252777,55
"504","test",12,"m1",0.00215023313648999,56
"505","test",12,"m1",0.0269282311201096,57
"506","test",12,"m1",0.00585048645734787,58
"507","test",12,"m1",0.00492296181619167,59
"508","test",12,"m1",0.000766768178436905,60
"509","test",12,"m1",0.024456923827529,61
"510","test",12,"m1",0.014303338713944,62
"511","test",12,"m1",0.0277629718184471,63
"512","test",12,"m1",0.0877569243311882,64
"513","train",13,"m1",4.27605412496872e-26,1
"514","train",13,"m1",1.59009971530989e-13,2
"515","train",13,"m1",0.000599989900365472,3
"516","train",13,"m1",1.10038429648567e-13,4
"517","train",13,"m1",2.78887810623019e-08,5
"518","train",13,"m1",0.00531561300158501,6
"519","train",13,"m1",0.00345250382088125,7
"520","train",13,"m1",0.0107848858460784,8
"521","train",13,"m1",2.29521574510727e-05,9
"522","train",13,"m1",4.33378918387461e-05,10
"523","train",13,"m1",0.0178455375134945,11
"524","train",13,"m1",0.0132527900859714,12
"525","train",13,"m1",0.0451147742569447,13
"526","train",13,"m1",0.0276771727949381,14
"527","train",13,"m1",0.0412618741393089,15
"528","train",13,"m1",0.0197905246168375,16
"529","train",13,"m1",0.0202838946133852,17
"530","train",13,"m1",0.120544523000717,18
"531","train",13,"m1",0.00534870801493526,19
"532","train",13,"m1",0.0931905210018158,20
"533","train",13,"m1",0.0862299725413322,21
"534","train",13,"m1",0.0204882360994816,22
"535","train",13,"m1",0.0575045943260193,23
"536","train",13,"m1",0.0113364234566689,24
"537","train",13,"m1",0.0541257783770561,25
"538","train",13,"m1",0.068439245223999,26
"539","train",13,"m1",0.39624947309494,27
"540","train",13,"m1",0.510589122772217,28
"541","train",13,"m1",0.0672594681382179,29
"542","train",13,"m1",0.0274811275303364,30
"543","train",13,"m1",0.0213647559285164,31
"544","train",13,"m1",0.035588588565588,32
"545","train",13,"m1",0.0432970449328423,33
"546","train",13,"m1",0.349197655916214,34
"547","train",13,"m1",0.124323345720768,35
"548","train",13,"m1",0.0749203786253929,36
"549","train",13,"m1",0.0958454161882401,37
"550","train",13,"m1",0.00754859717562795,38
"551","train",13,"m1",0.114774920046329,39
"552","train",13,"m1",0.269776254892349,40
"553","test",13,"m1",1.17438007937706e-16,41
"554","test",13,"m1",2.34349197825168e-08,42
"555","test",13,"m1",0.00200160010717809,43
"556","test",13,"m1",0.0992630422115326,44
"557","test",13,"m1",1.07014530570382e-09,45
"558","test",13,"m1",0.0752665400505066,46
"559","test",13,"m1",6.40358666714747e-06,47
"560","test",13,"m1",9.54876497871737e-08,48
"561","test",13,"m1",0.0052695544436574,49
"562","test",13,"m1",0.0943492874503136,50
"563","test",13,"m1",0.000769478327129036,51
"564","test",13,"m1",0.0901754349470139,52
"565","test",13,"m1",0.00232546566985548,53
"566","test",13,"m1",0.0347000025212765,54
"567","test",13,"m1",0.029614944010973,55
"568","test",13,"m1",0.123691238462925,56
"569","test",13,"m1",0.226070731878281,57
"570","test",13,"m1",0.479607850313187,58
"571","test",13,"m1",0.0178421046584845,59
"572","test",13,"m1",0.100686483085155,60
"573","test",13,"m1",0.0349309407174587,61
"574","test",13,"m1",0.0292609911412001,62
"575","test",13,"m1",0.236145287752151,63
"576","test",13,"m1",0.147181823849678,64
"577","train",14,"m1",4.57902385933863e-26,1
"578","train",14,"m1",2.54597309285788e-15,2
"579","train",14,"m1",8.36400795378722e-06,3
"580","train",14,"m1",0.194915801286697,4
"581","train",14,"m1",1.04489653041107e-10,5
"582","train",14,"m1",0.00236452301032841,6
"583","train",14,"m1",0.0420406647026539,7
"584","train",14,"m1",1.38650246839234e-08,8
"585","train",14,"m1",0.0118720475584269,9
"586","train",14,"m1",3.25332138118029e-07,10
"587","train",14,"m1",0.00266952416859567,11
"588","train",14,"m1",0.000504042662214488,12
"589","train",14,"m1",0.138613477349281,13
"590","train",14,"m1",0.0320989079773426,14
"591","train",14,"m1",0.0260527618229389,15
"592","train",14,"m1",0.02921505831182,16
"593","train",14,"m1",0.00776276085525751,17
"594","train",14,"m1",0.00320192985236645,18
"595","train",14,"m1",0.0251497272402048,19
"596","train",14,"m1",0.00479089934378862,20
"597","train",14,"m1",0.000355611002305523,21
"598","train",14,"m1",0.359849184751511,22
"599","train",14,"m1",0.267025083303452,23
"600","train",14,"m1",0.00326708378270268,24
"601","train",14,"m1",0.00354967825114727,25
"602","train",14,"m1",0.073197215795517,26
"603","train",14,"m1",0.00825806241482496,27
"604","train",14,"m1",0.00259369146078825,28
"605","train",14,"m1",0.00054757297039032,29
"606","train",14,"m1",0.00849397666752338,30
"607","train",14,"m1",0.18505622446537,31
"608","train",14,"m1",0.00362354912795126,32
"609","train",14,"m1",0.135954961180687,33
"610","train",14,"m1",0.000822306552436203,34
"611","train",14,"m1",0.275194019079208,35
"612","train",14,"m1",0.0751675143837929,36
"613","train",14,"m1",0.00359961530193686,37
"614","train",14,"m1",0.0175602156668901,38
"615","train",14,"m1",0.35047322511673,39
"616","train",14,"m1",0.0550010874867439,40
"617","test",14,"m1",1.36874332465451e-14,41
"618","test",14,"m1",2.98912561369491e-11,42
"619","test",14,"m1",6.73164322506636e-06,43
"620","test",14,"m1",7.88324143741193e-08,44
"621","test",14,"m1",0.00784955453127623,45
"622","test",14,"m1",0.00850887410342693,46
"623","test",14,"m1",0.205612152814865,47
"624","test",14,"m1",2.6060985192089e-07,48
"625","test",14,"m1",0.0295938160270452,49
"626","test",14,"m1",0.010459971614182,50
"627","test",14,"m1",0.00527275819331408,51
"628","test",14,"m1",2.47978841798613e-05,52
